,GPU_Mean_ms,GPU_StdDev_ms,CPU_Mean_ms,CPU_StdDev_ms,Speedup_Factor
Scenario 2 (500 Particles),1.579174518585205,0.06172157803553563,3.3938870429992676,0.2878416110792461,2.1491526129992766
